userName,content,sentiment,at
Sky Satya,"Saya sangat amat kecewa, karena tiba-tiba akun saya di tangguhkan begitu saja tanpa adanya pesan konfirmasi dan alasan yang spesifik mengenai hal tersebut. Padahal saya merasa tidak melanggar salah satu hal dari sekian peraturan pedoman komunitas. harapan saya kedepan nya mohon untuk dibenahi lagi dan jangan ada kesalahan seperti itu, karena saya sebagai pengguna merasa terganggu bila terjadi hal yang sama di kemudian hari.",negatif,2024-10-13 00:17:22
Ian Kusuma,"Instagram saya mengalami bug tidak dapat memutar viedo atau music, sudah coba berbagai cara seperti hapus data, download ulang, mati hidupin mode pesawat dan sebagainya tapi masih tetap saja tidak berefek. tolong lah ig perbaiki",negatif,2024-10-13 00:30:52
Kania Chandra Puspita dewi,"Ini ig emang error atau gimana ya? Awalnya kan saya blokir orang terus saya buka lagi,tapi kok pas mau dm ada pilihan ""buka blokir,hapus"" sedangkan saya udah pilih ""buka blokir"" terus juga udah follow""an,tapi kenapa ada pilihan""buka blokir,hapus"" jadinya gabisa dman lagi deh. Tolong bantu yaa,terima kasih",negatif,2024-10-13 04:36:40
Naida Almira Putri Dhifa,"Sayaa sangat suka dengan aplikasi ini karena aplikasi ini ada pengingat batas waktu bermain di instagram. Tapi tolong, untuk cerita bisa di tambah kan tempat untuk caption. Itu saja, terima kasih",positif,2024-10-13 08:47:25
Hasna Fauziyyah,"kenapa si kalo mau bikin story selalu ada KESALAHAN, sering bgtttttt kaya gitu, bikin emosi aja, buat nyimpen foto pun sama, ig nambah buruk ah, percuma juga di update 👎👎👎, terus juga kenapa notifikasinya tuh keluar terus, muncul terus, padahal udah di apusin, tapi malah muncul terus, banyak juga notifikasinya, berkali-kali kaya gitu, jadi notifikasi lama sama notifikasi baru di gabung, intinya gitu deh, ig aneh bgt skrg",negatif,2024-10-13 14:27:50
gunawan adi w,"sudah pake IG >10 thn hampir setiap hari, apps yg tepat untuk sharing & berkontak sosial dgn media foto2. sayangnya sekarang tiba2 ke suspend dan sekarang sedang proses banding & dalam pengecekan pedoman komunitas. smoga bisa segera lanjut pakai IG, karena sekian lama & hingga saat ini tdk pernah upload hal2 yg negative.",positif,2024-10-13 18:02:47
Ananda Febriani,"Sejauh ini baik² aja gk ada kendala apapun, tapi kemarin tiba² akun saya akan di nonaktifkan, padahal saya tidak melakukan apapun, lalu saya ajukan banding tapi balum ada informasi apa² dari pihak Instagram nya, jika memang akun saya sedang di perbaiki, tolong lebih cepat di perbaiki nya",positif,2024-10-13 19:10:16
Restu agustia,Untuk pihak instragram mengapa akun instagram yang baru saya buat dari kemarin saya pakai menjadi tidak bisa dipakai mohon diperbaiki🙏 saya kasih bintang satu dulu kalau instagram nya kalau sudah diperbaiki,negatif,2024-10-13 20:02:08
Desi Yani,Kenapa Instagram ku ngk bisa lihat story diawal berandaku...trus yg diarsipkan jg ngk bisa dilihat diarsipkan...hilang...trus cerita arsip jg ngk bisa dibuka krna crta tdk tersedia. Pdahal fto saya musik saya tetap aj ngk bisa ..Tolong Admin Instagram bantu akun saya🙏banyak sekali masalah Ig saya,negatif,2024-10-13 20:24:54
Ajeng Sulthonah Al-Adawiyah,"Setelah di upgrade Instagram sekarang kurang enak untuk dipakai karena notifikasi nya ngak bisa dihapus muncul pesan "" gagal menghapus notifikasi coba lagi nanti ""padahal sinyal bagus dan juga sudah dicoba selama beberapa hari masih aja begitu.Tolong di perbaikin ditambah juga setiap kali saya liat akun orang lain pengikut atau mengikuti nya malah kedobel user nya. Mohon diperbaiki lagi masalah ini untuk meningkatkan kenyamanan saya menggunakan aplikasi ini 🙏🏻",negatif,2024-10-13 21:57:38
Pengguna Google,"IG. Kenapa ga tiba2 Log out ? Dan kenapa Log in harus Autentifikasi? Sudah coba pake Google Autentificator, masih saja ga bisa2 kodenya Apa ada postingan saya yg Melanggar Ketentuan? Melanggar Standar Komunitas? Mohon pencerahannya dan bantuannya. Terima kasih",negatif,2024-10-13 23:37:12
Yahya Bahtiar,"Tolong kenapa ketika ingin ngeposting postingan tidak bisa di bagikan, padahal update sudah, paket internet ada dan sinyalpun lancaf tapi masih nge bug, tidak bisa membagikan postingan terbaru, tolong segera di perbaiki lagi!!!!!!",negatif,2024-10-13 23:41:30
ganks bocil,"dari segi manapun apk nya bagus' aja guys, tapi ada sisi lain yg harus di update yaitu fitur buat ganti music postingan yg udah di upload, sebagian besar org' bertanya tanya, bagaimana caranya ganti music postingan yg udah di upload? hal itu sebenar nya tidak ada guys, mencari tutor kesana kesini yang ada cuman tutor hapus dulu postingan nya trs upload lagi dengan music yang baru, kemungkin banyak bermanfaat buat org yg salah ambil music/music yang tidak sesuai vibe foto/video. sekian trmksh",positif,2024-10-13 23:42:03
Bramantiyo Wildan,"makin aneh, makin banyak bug!!!. opload story lama, kadang error gak jelas, posting beberapa foto di satu feed pas ngedit error, permasalahan ni aplikasi kalo gak error ya muter terus",netral,2024-10-14 00:12:40
Zdhilan Zdhalila,"Instagram saya baru di update, saat saya mau repost story Instagram suara nya tidak ada. Tolong segera diperbaiki. tau begini ga akan saya update Instagram nya. Tolong sekali segera diperbaiki.",netral,2024-10-14 07:07:34
Dewi Dew,"Plis kenapa Instagram ku pas repost cerita temen lagunya ga bersuara ya, padahal itu cerita nya berlagu lohh. Plis tolongin banget udah liat di yt tapi tetep ga bisa🙏🙏🙏",positif,2024-10-14 08:53:11
Danindrarhmat putra,"sering error, uda seminggu ini sering error harus install ulang trs login ulang baru bisa, capek tiap hari kek gitu mulu. mohon perbaiki maintenance nya sangat mengganggu🙏🏻",negatif,2024-10-14 09:49:07
Joni AH Sitorus,Saya tidak suka pembatasan postingan saya krn sebenarnya saya lah yang telah terhasut oleh kelakukan Wasit asal Oman atas pertandingan Sepak bola antara Bahrain vs Indonesia. Saya akan uninstall ini aplikasi selama beberapa waktu jika akun saya tidak segera di normalisasi oleh Meta. Saya akan gunakan aplikasi TELEGRAM buatan Rusia atau VK nya Rusia..,negatif,2024-10-14 10:14:36
Lian Nah,Akun saya dihapus permanen padahal sudah ngirim foto ktp tp nomor nik dan ttd saya coret!! Padahal saya sudah bertahun tahun pakai aplikasi ini...TANGGUNG JAWAB GAK FOTO SAYA YG DULU DULU MASIH ADA DISITU!!!!,negatif,2024-10-14 12:04:42
Kadja,"Bro, kenapa Ig sekarang kayak tiktok? Jujur aja aku gak nyaman sih masa fitur baru ini dan ditambah lagi gambar dan video jadiin satu di kolom pencarian dan itu bikin aku gak nyaman.",negatif,2024-10-14 14:06:51
Moc Miftach Farid,"Saya memberikan 5 bintang, tetapi saya mohon jangan hilangkan fitur arsip. Sebab fitur tersebut sangat berguna untuk saya dan mungkin untuk seluruh pengguna instagram.",positif,2024-10-14 16:42:46
Alkhuzna Syaqila,"Alasan aku mau mendownload instragam adalah 1. Karena aku ingin menjadi artis/follow nya banyakk 2. Karena Instragram tidak iklan , tidak seperti YouTube Sudah itu saja jadi saya memberi 5 bintang 🌟🌟🌟🌟🌟",positif,2024-10-14 18:49:36
Mila Hidayah,"Aplikasi gak berguna, sering ngeblak , sering ngebug juga, sering keluar sendiri , sering membatasi komentar, story ,reels , beranda juga. Dan kalo mau upload vidio benar2 lamaaaaaa bangett , Kenapa nyebelin bangettt sih Instagram. Sangat mengecewakan!!!!",negatif,2024-10-14 21:58:52
Marito Sawitri Delila Simanjuntak,"banyak bug. repost igs orang tapi gada sound dan gabisa nambahin sound manual. but, thanks atas fitur-fitur Instagram yang sangat membantu. terutama arsip story, jadi jangan pernah ngilangin fitur itu. terima kasih.",negatif,2024-10-14 22:59:20
kezia michaelia,"aplikasinya makin buruk. kalau loading lama banget pdahal kuota lancar banget. kenapa si makin hri makin ngebug? kalau pas dibuka, itu juga lama banget. instagram tolong diperbaiki lagi ya.",negatif,2024-10-15 00:28:45
Ayyub Nurdin,"Kenapa postingan video saya sebagian di freeze/tidak bisa diputar dan menjadi gambar. Tolong disediakan fitur mengganti musik di postingan, apalagi kalau audio tidak tersedia lagi bisa diganti. Musik di profil tidak muncul",netral,2024-10-15 00:57:20
Vioni Siti nurhadijah,"TOLONG JANGAN HAPUS FITUR ARSIP. Balikin arsippp gueee helppp!!! Instagram lo the Best krna ada arsip di mata gue. Sebenarnya fitur lo udah baguss kok, tpi makin kesini makin kesono. sudah ya Cukup dunia yg memporak porandakan hati ini, apk Instagram jangan ikutan.",positif,2024-10-15 01:28:10
hudzaifah tsaabit73,"Semenjak update yang terbaru ini, malah makin lemot, di beranda buffering semua, apalagi di pencarian.. Tolong pihak yang bersangkutan untuk memperbaiki bug yang terjadi, terima kasih",netral,2024-10-15 05:43:06
Zufri Zefti,"Tiap buka ig selalu melanggar aturan postingan dari cerita/reel facebook. Dan setelah itu apk ngeblank warna putih semua, kalau gak mau bisa sinkron dg post dari facebook ya udah gak usah bertele2, di update bukane membaik malah makij busuk",negatif,2024-10-15 08:10:51
Glean_15.v,"Apk Instagramnya gak jelas banget dah, masak iya aku arsipin foto doang, terus mau publik lagi fotonya yang dari arsip malah hilang udh mondar mandir cek arsip ganti akun, hapus Instagram terus login lagi tetap gak ada. anehh",negatif,2024-10-15 12:20:38
M Riski,"Sinyal bagus dipake ngegame, browsing, nonton youtube 4k pun lancar.. giliran buka ig, langsung sinyal jadi jelek.. buka story loading terus, buka feed pun sama begitu.. hadeh diupdate malah makin buruk nih aplikasi ig skrng",negatif,2024-10-15 21:18:59
Irham Fahrezi,"Udah semingguan lebih instagram saya error, ga bisa liat gambar, cuma loading aja di gambar ga sama sekali muncul. Padahal buka aplikasi lain untuk streaming, video call, dll lancar. Sinyalpun penuh, tapi entah kenapa kok instagramnya error begini terus sampe sekarang.",negatif,2024-10-15 21:30:30
Dita Qurotul,Kenapa di saat saya mau nge like postingan orang gabisa padahal sudah saya update tolong di perbaiki pihak ig tanggung jawab di update malah makin down kualitas nya bukan nya bagus malah makin buruk padahal sebelum nya gk gini pliss tolong perbaiki lagi ig sayaa admin ig mohon pertanggungjawaban nya jangan diam sajaaa,negatif,2024-10-15 22:11:41
BEA JUNIA ISKA,"Sukak kesel aku tiap kali mau posting foto lama dari album/gallery, pasti yg muncul malah foto itu lagi itu lagi, gak ngerefresh banget! Banyakan hank nya😡",negatif,2024-10-15 22:11:58
NM 7X,"Setelah di update saat melihat story kok kualitas fotonya berkurang dan agak ngezoom dikit ya mohon di perbaiki ke semula, tidak nyaman untuk di pandang.",negatif,2024-10-15 23:00:38
COLD FREZEE,"Tolong dong kalo kita upload vidio, kualitas vidionya bisa di naikin. Soalnya saya kalo upload vidio kualitasnya suka pecah kalo di bikin story. Padahal vidio aslinya jernih.",positif,2024-10-16 03:39:39
Muhammad Raihan,"ini kenapa ya? semenjak di update jaringannya jadi nge lag"" padahal waktu saya buka aplikasi lain itu jaringanny lancar tolong pihak instagram",netral,2024-10-16 07:54:24
Melisa,Tlong lah udh brkali2 nglporin gk ada balesan knpa gabisa liat story orang cuma loading trus aplg pas nnton reels cuma muter2 doang pdhl Kouta sinyal ada bgus2 gliran buka apk lain lncar2 aja cuma Ig doang yg bug ini gmn tlong yaaa!!! GK nyaman bgt,negatif,2024-10-16 08:07:01
Ryan Patric John,Setiap posting foto sekarang knp jadi gak bisa lagi fitur landscape pada semua nya harus fitur potrait 😠 Tolong di perbaiki apk Instagram nya semakin lama semakin di update malah kek ngebung kya begini sialan 😡🤬 sama juga kalo mau me repost tag orang gak ada musik nya,negatif,2024-10-16 08:25:28
Outter,"Ni kenapa dah Instagram aneh, akun gw kena suspend 2× padahal ga ngapa-ngapain, upload foto aja jarang, apanya yang melanggar komunitas coba, masa gw harus upload tiap hari gitu stres, plis lah perbaiki masa tiap buka Instagram harus ngajuin banding mulu, pegel kepala di suruh selfi kanan kiri atas bawah",negatif,2024-10-16 13:30:31
Nora Riskina,Saya rajin update IG supaya bisa mengikuti perkembangan fitur terbaru. Tapi baru-baru ini kok suka nge Bug gak jelas. Nge lag gak jelas. Gak bisa liat story dan postingan orang2 padahal jaringan internet lancar2 aja. Sudah uninstall dan install ulang berkali-kali tetap sama aja. Instagram ada masalah apa ya? Bikin kesel dan malas buka ig jadinya😩👎🏻,negatif,2024-10-16 14:01:50
heidy putri,Hey Instagram atau meta atau apalah. Kenapa akunku di tangguhkan? Ga pernah komen tiba2 di tangguhkan. Sudah ajukan banding tapi kodenya ga pernah di kirim ke email atau WhatsApp. Dan tiba-tiba akunku hilang permanen. Apa maksudnya?,negatif,2024-10-16 15:41:38
Ricky Setiawan,"Device saya setelah update ke Android 15, fitur stories pada aplikasi mengalami gangguan (freeze) ketika mencoba melihat stories selanjutnya . Tolong diperbaiki",negatif,2024-10-16 16:45:12
Panji Nurdianzah,"Maaf baru bisa ngasih bintang 4 soalnya tema dm instagram gabisa di ganti pake muka tetanggaku yang cantikk nan imoetttt kalo gabisa kann jadi rugii,, nanti kalo udah bisa panji kasih bintang 5+komen ""top"" + emoji sip",positif,2024-10-16 18:07:43
I'ts Kalviyan,"Ini kenapa belakangan ini kayak lag memuat trus, postingan nya susah muncul nya/ tidak kelihatan? Padahal sinyal lancar full, kuota banyak, wifi on jaringan bagus, kenapa kok kayak lag dan memuat lama bnget posting postingan nyab",negatif,2024-10-16 19:22:35
Novelia Ardianti,"Kurang suka sama Instagram yg sekarang, kenapa terlalu banyak yg dikurangin? Mau ganti lagu gak bisa, terus yaa pokoknya gak nyaman sama IG yg sekarang. Harusnya update itu menjadi lebih baik, ini malah... Ah entahlah ☹️",netral,2024-10-16 22:08:49
Felix Felix,sangat aneh Ig sekarang udah di update masih ajah ngeliat sg teman sama reels muter muter truss ngelag padahal jaringan data bagus tolong di bantu perbaiki bug ini!!,negatif,2024-10-16 22:51:56
maya sari tea,"Saya suka sekali instagram,untuk save all foto, bisa dpt berita2 update terbaru ttg dunia dan yg lebih disukai lagi instagram awet dari awal buat sampe dgn sekarang akunnnya tetap sama, tdk seperti t****k yg sering banned jd buat akun baru terus.Thank Instagram smoga jaya dan sukses selalu.",positif,2024-10-17 02:06:38
Pengguna Google,"Lagi scroll ig, tiba2 muncul notif anda sudah log out dan ketikaa login gak bisa, ada tulisan tidak dapat login ada kesalahan tidak terduga cobalah login lagi. Udah login lagi dengan pass beda tulisan sama",negatif,2024-10-17 04:47:56
Aisya Nabila,"Entah mengapa tiba-tiba aplikasi instagram saya gabisa terbuka, ketika masuk aplikasi langsung keluar kembali Sudah coba ilangin data ini itu tetapi masih tidak bisa padahal sebelumnya aman² saja Sangat kecewa sekali tolong segera ditindaklanjuti",negatif,2024-10-17 07:28:42
8B Dara Amiaty,"Dengan menggunakan instagram ada dampak positif dan negatif nya dampak positifnya kita bisa memposting foto/video yang bermanfaat dan bisa mencari sumber ilmu pengetahuan menjadi anak berprestasi dengan mencari akun yang mengadakan fasilitas perlombaan tapi dampak negatifnya bisa membuat kecanduan dengan postingan orang sampai lupa waktu dan menyebabkan overthingking,stres berlebihan tapi itu balik lagi ke setiap personalnya🤭",positif,2024-10-17 08:23:49
Tanjung Belitung,"Maaf ya kasih bintang 1 dlu , soalnya apk nya setelah diupdate jd error , jd lelet lambat gatau kenapa , padahal kalo buka apk2 lain lancar2 aja , pdahal kuota ada , sinyal penuh",negatif,2024-10-17 08:26:57
Pasha Nur Aziza,Halo saya punya masalah akun tiba tiba logout dan gabisa login karena harus pake kode login a2f yang ga pernah aku aktifin pake kode cadangan pun gatau sudah coba beberapa cara tetap tidak bisa login aku kasi bintang 5 kalo akun ku dah bisa login,negatif,2024-10-17 08:27:26
Ilham Mardiansyah,Setelah update terbaru instagram justru ngelag lebih lambat respon foto dan video susah muncul bukan karena masalah jaringan sinyal internet karena untuk membuka aplikasi lain berjalan lancar dan sinyal internet penuh tapi sepertinya masalahnya ada di aplikasi instagramnya sendiri seperti error dan sering keluar aplikasi dengan sendiri hingga saat ini.,negatif,2024-10-17 12:06:07
Yudi Wirasena,"Iklan judi Online makin merajalela.Lelet sekali cuma muter2,saya pikir jaringan tempatku yang lelet,rupanya setelah baca komentar2 d sini, bnyk yg mengeluhkan jg, ternyata Lelet.",negatif,2024-10-17 14:14:07
Muhammad Syam,"Instagram?? Aplikasi sering nge-bug, Suka kesel saat liat sebuah postingan terus tiba² ngebug dan mau cari lagi susah. Tolong kasih fitur terakhir kali dilihat dong.",negatif,2024-10-17 16:36:20
Fita Gmgch,Instagram aneh bgt paket gue banyak malah lag gue sampe rugii beli paket Instagram lagi masih aja lag foto foto ngga kebuka buka apk lain lancar lancar aja kenceng instgram doang yg payah sampe unistal download berkali kali parah si,negatif,2024-10-17 16:53:17
